dot_id,legal_name,dba_name,physical_nationality,physical_fmcsa_region,physical_street,physical_city,physical_county,physical_state,physical_zip,physical_undeliverable,phone,cell_phone,fax,mailing_nationality,mailing_street,mailing_city,mailing_county,mailing_state,mailing_zip,mailing_undeliverable,email,company_rep1,company_rep2
2847866,MEAD LUMBER COMPANY INC,,US,7,1740 BILL BABKA DR,COLUMBUS,141,NE,68601,FALSE,(402) 564-5225,,4025649948,US,PO BOX 878,COLUMBUS,141,NE,68602,FALSE,,Deanna Jacobson,Craig Bradshaw
2861943,DREAMWEAVER TRANS CORP,,US,1,11538 STATE ROUTE 38,CATO,9,NY,13033,FALSE,(800) 226-3696,(315) 224-4804,,US,11538 STATE ROUTE 38,CATO,9,NY,13033,FALSE,bobbie@operatingauthority.com,Elbridge Cleveland,
2847875,BLU SPADE LOGISTICS LLC,,US,7,555 WASHINGTON AVE STE 310,SAINT LOUIS,510,MO,63101,FALSE,(314) 333-9193,(314) 363-3600,,US,555 WASHINGTON AVE STE 310,SAINT LOUIS,510,MO,63101,FALSE,bluspade.as@gmail.com,Antiown Dequen Sandford,Shawn Fletcher
2847481,"VAN GRONINGEN TRANSPORT, INC",,US,9,14631 S JACK TONE ROAD,MANTECA,63,CA,95336,FALSE,(209) 982-4358,,,US,PO BOX 930,RIPON,63,CA,95366,FALSE,matthewt@vgandsons.com,Jason Van Groningen,Paul Hiemstra
2861927,FREE LIFE COMMUNITY CHURCH,,US,5,1620 S 20TH ST,TERRE HAUTE,167,IN,47803,FALSE,(812) 242-9556,,8122429558,US,1620 S 20TH ST,TERRE HAUTE,167,IN,47803,FALSE,hswcsp@th.twcbc.com,Dan A. Willis,
2857928,SPRING TRUCKING INC,,US,9,7811 DELLROSE AVE,ROSEMEAD,31,CA,91770,FALSE,(626) 898-0331,,,US,7811 DELLROSE AVE,ROSEMEAD,31,CA,91770,FALSE,yanminzuo@gmail.com,Yanmin Zuo,
2856001,CONSTRUCTION SERVICES LLC,,US,6,301 N 7TH ST,DUNCAN,137,OK,73533,FALSE,(580) 255-5557,(580) 475-5276,5802524899,US,301 N 7TH ST,DUNCAN,137,OK,73533,FALSE,const.svc@sbcglobal.net,"Shannon ""Butch"" Lee Lawson",Kristina Lorayne Lawson
2862182,"N. GRANESE & SONS, INC.",,US,1,59 JEFFERSON AVE,SALEM,9,MA,1970,FALSE,(718) 592-8121,,7816318466,US,59 JEFFERSON AVE,SALEM,9,MA,1970,FALSE,info@ngranese.com,Steven G Granese,Steven A Granese
2847730,DAYTON UNITED METHODIST CHURCH,,US,5,7201 WESLEYAN DR,DAYTON,157,IN,47941,FALSE,(765) 296-3155,,,US,PO BOX 40,DAYTON,157,IN,47941,FALSE,ryan.vanmatre@daytonumc.org,Ryan Vanmatre,
2862062,ALLISON HEAVY HAUL LP,,US,3,2817 LYCOMING CREEK RD,WILLIAMSPORT,81,PA,17701,FALSE,(570) 494-4010,,5704944014,US,2817 LYCOMING CREEK RD,WILLIAMSPORT,81,PA,17701,FALSE,simms@allisoncrane.com,Steve Simms,Larry Allison Jr.
2858933,MONROE HEATING AND SHEET METAL INC,,US,5,615 17TH ST,MONROE,37,WI,53566,FALSE,(608) 325-6030,(608) 558-9640,6083256032,US,615 17TH ST,MONROE,37,WI,53566,FALSE,tnmhsm@tds.net,Thomas Edward Novak,
2859750,"J. ESTELL EXCAVATING, INC.",,US,6,5205 S. EASTERN AVE.,OKLAHOMA CITY,109,OK,73129,FALSE,(405) 601-0424,(405) 615-1226,4056010424,US,P.O. BOX 96374,OKLAHOMA CITY,109,OK,73143,FALSE,windi@jestellexc.com,Windi Deann Hall,
2861870,THREE RIVERS COMMUNITY SCHOOLS,,US,5,851 6TH AVENUE RD,THREE RIVERS,149,MI,49093,FALSE,(269) 279-1100,,2692795584,US,851 6TH AVENUE RD,THREE RIVERS,149,MI,49093,FALSE,sherrmann@trschools.org,Sara Herrmann,Jerry Butts
2862508,SHOW AND DESIGN GROUP INC,,US,9,3644 APRIL SPRINGS ST,LAS VEGAS,3,NV,89147,FALSE,(888) 734-7469,,,US,3644 APRIL SPRINGS ST,LAS VEGAS,3,NV,89147,FALSE,lew@sdg.vegas,Jeff Yokels On,Lewis Aronoff
2855232,M&K EXPEDITING LLC,,US,4,4500 STONE WYNDE DR,LOUISVILLE,111,KY,40272,FALSE,(502) 648-7955,,,US,4500 STONE WYNDE DR,LOUISVILLE,111,KY,40272,FALSE,fkoliva1129@att.net,Frank Kevin Oliva,
2860626,ECOLOGY TRANSPORTATION SERVICES LLC,,US,9,14150 VINE PL,CERRITOS,31,CA,90703,FALSE,(202) 521-1493,(562) 824-0223,,US,14150 VINE PL,CERRITOS,31,CA,90703,FALSE,leonor@dotauthority.com,Charles Siroonian,
2846978,"ESTELL EXCAVATING, INC.",,US,6,1701 SE 25TH ST,OKLAHOMA CITY,109,OK,73129,FALSE,(405) 672-4747,(405) 443-7472,4056724788,US,1701 SE 25TH ST,OKLAHOMA CITY,109,OK,73129,FALSE,linda@estellexcavating.com,Carol S Giddens,
2858630,MIDWEST TRANSPORTATION LLC,,US,6,14482 N LANTANA BLVD,SKIATOOK,113,OK,74070,FALSE,(918) 361-0171,(918) 361-0171,,US,14482 N LANTANA BLVD,SKIATOOK,113,OK,74070,FALSE,cabinet_systems@yahoo.com,Ruvim A Zagorodny,
2858331,PROGRESSIVE INDUSTRIAL ELECTRICAL INC.,,US,8,5292 S COLLEGE DR STE 302,SALT LAKE CTY,29,UT,84123,FALSE,(801) 266-6500,(801) 824-6455,8012666501,US,5292 S COLLEGE DR STE 302,SALT LAKE CTY,29,UT,84123,FALSE,bill@p-i-e.biz,5 Bill Henry Wilson,
2857942,JR UNDERGROUND LLC,,US,4,5504 NORTH ST. 1168 MADISON AVE,WIMAUMA,47,FL,33598,FALSE,(928) 750-4288,(928) 750-4288,,US,1168 MADISON AVE,YUMA,23,AZ,85364,FALSE,jvamrendon@gmail.com,Jose Victor Rendon,
2862113,"GLOBAL COMMUNICATION SUPPLY, INC.",,US,10,111 CATHERINE DR,WOODLAND,13,WA,98674,FALSE,(360) 225-8800,,,US,111 CATHERINE DR,WOODLAND,13,WA,98674,FALSE,kaeley@globaltowerservice.com,Marissa Hahn,Allison Halpin
2862111,OHIO UNIVERSITY TRANSPORTATION & PARKING SERVICES,,US,5,100 FACTORY ST,ATHENS,9,OH,45701,FALSE,(740) 593-1611,(740) 591-6211,7405939608,US,100 FACTORY ST,ATHENS,9,OH,45701,FALSE,allmanb@ohio.edu,Bridget Marie Gilmore,
